Name,Handle,Timestamp,Content,Comments,Retweets,Likes,Analytics,Tweet Link
Zeeshan Mirza,@ZPti7,2024-02-05T04:11:25.000Z,اس ویڈیو کو زیادہ سے زیادہ ریٹویٹ کریں مریم صفدر اور کیپٹن صفدر کے کرتوتوں پر علماء کرام کا ردعمل,0,0,0,0,https://twitter.com/ZPti7/status/1754357031744549272
Asif Mehmood,@Asif_ifbb,2024-02-05T04:11:23.000Z,"Walaikum salaam
Stay blessed",0,0,0,0,https://twitter.com/Asif_ifbb/status/1754357024253747256
چرواہا,@PtiMunna,2024-02-05T04:11:21.000Z,"تحریک انصاف ضرور اعلان  

اٹھ فروری

صبح نماز,قران کی تلاوت,ناشتہ اور سیدھا پولنگ اسٹیشن,سب سے پہلا ووٹ پول کرنے کے بعد اپنا بائیک گاڑی پکڑ کر نو بجے سے پانچ بجے تک لوگوں کو پولنگ سٹیشن پہنچانا, ووٹ پول کروانا اس کے بعد شام پانچ بجے سے رات دو بجے تک اسٹیشن کے سامنے بیٹھنا.",0,0,0,0,https://twitter.com/PtiMunna/status/1754357015567032488
Amin Chaudhry,@AminChaudhry12,2024-02-05T04:11:21.000Z,#PTI_Followers.       #F4FB.                ,0,0,0,0,https://twitter.com/AminChaudhry12/status/1754357014472364092
Yaxir Khan™,@Yaxir__PTI,2024-02-05T04:11:19.000Z,پکڑوا ہی اسی لئے رہے ہیں کہ ہم چھڑوائیں اور ووٹ لیں,0,0,0,0,https://twitter.com/Yaxir__PTI/status/1754357007748870523
Tauseef Ahmad Khan,@Tauseef_KhanPTI,2024-02-05T04:11:18.000Z,Beshak,1,0,1,0,https://twitter.com/Tauseef_KhanPTI/status/1754357004448010263
پنجابی کڑی,@RH_PTI,2024-02-05T04:11:18.000Z,"اللهمَّ صلِّ على محمدٍ ، وعلى آلِ محمدٍ 
كما صلَّيتَ على إبراهيمَ ، وعلى آلِ إبراهيمَ
إنكَ حميدٌ مجيدٌ

اللهمَّ بارِكْ على محمدٍ ، وعلى آلِ محمدٍ
كما باركتَ على إبراهيمَ ، وعلى آلِ إبراهيمَ
إنكَ حميدٌ مجيدٌ ",0,0,0,0,https://twitter.com/RH_PTI/status/1754357004234051809
PTI King,@_ptiking,2024-02-05T04:11:16.000Z,,0,0,0,0,https://twitter.com/_ptiking/status/1754356994184491233
PTIApnaGhar,@PTIApnaghar,2024-02-05T04:11:12.000Z,"Boycott
Don't Forget it",0,0,0,0,https://twitter.com/PTIApnaghar/status/1754356979479253176
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:11:12.000Z,مشورہ,0,0,0,0,https://twitter.com/imrankhanlvrPTI/status/1754356978778825213
M Santhosh,@SANTHOSH_21M,2024-02-05T04:11:12.000Z,Finger injury toh bahana hai valentine day ki chutti chahiye gill Saab ko ,0,0,0,0,https://twitter.com/SANTHOSH_21M/status/1754356978594529527
PTI MIANWALI,@niazi_tweet8,2024-02-05T04:11:11.000Z,"وعلیکم و السلام 
صبح بخیر۔۔۔",0,0,0,0,https://twitter.com/niazi_tweet8/status/1754356973854953968
ARY Videos,@ARYVideos,2024-02-05T04:11:11.000Z,ARY News 8 AM Headlines 5th February 2024 | 𝐈𝐦𝐩𝐨𝐫𝐭𝐚𝐧𝐭 𝐒𝐮𝐫𝐯𝐞𝐲 𝐑𝐞𝐩𝐨𝐫𝐭 #headlines #election2024 #PTI #bilawalbhutto #asifalizardari #karachirain #PSL9,0,0,0,0,https://twitter.com/ARYVideos/status/1754356972886131111
Imran Riaz Khan,@pti_003,2024-02-05T04:11:06.000Z,,0,0,0,0,https://twitter.com/pti_003/status/1754356952908300533
Rajesh Ranjan,@_RajeshRanjan,2024-02-05T04:11:02.000Z,Its not a matter of pride but an utter shame that a under trial criminal is coming from jail to take oath!  has made mockery of all the stuff he used to say before becoming CM.,0,0,0,3,https://twitter.com/_RajeshRanjan/status/1754356937406247003
Press Trust of India,@PTI_News,2024-02-05T04:11:01.000Z,"STORY | Jharkhand's Champai Soren govt to seek trust vote on Monday

READ: https://ptinews.com/stories-detail/national/Jharkhand-s-Champai-Soren-govt-to-seek-trust-vote-on-Monday/1266778/1…(PTI Photo)",0,0,3,62,https://twitter.com/PTI_News/status/1754356931752268245
Kasim Gilani,@KasimGillani,2024-02-05T04:11:00.000Z,NA150 Multan 3: PPP vs Independent (PTI). PMLN nowhere near. Same on PP217.,0,0,2,1,https://twitter.com/KasimGillani/status/1754356925779902681
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:10:58.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,0,https://twitter.com/imrankhanlvrPTI/status/1754356919756550571
توقیر فاروق,@RTF_ST,2024-02-05T04:10:57.000Z,ان شاءاللہ 8 فروری تبدیلی کا دن ہے,0,0,0,0,https://twitter.com/RTF_ST/status/1754356916367552743
Zainab Malik,@Zai_nab29,2024-02-05T04:10:56.000Z,Inshallah ik ,0,0,0,0,https://twitter.com/Zai_nab29/status/1754356911900590378
Annaya^PTI,@annaya514,2024-02-05T04:10:52.000Z,اسے کہتے موت کو چھو کے آنا PTI Lovers must watch#ImranKhan #PTI_Follwers #فروری8_عوامی_ریفرنڈم,0,0,0,0,https://twitter.com/annaya514/status/1754356895136018796
Rahi pti,@rahi49507796,2024-02-05T04:10:51.000Z,"وعليكم السلام ورحمة الله وبركاته
آمین",0,0,0,0,https://twitter.com/rahi49507796/status/1754356889838850433
MuGhaL(IK),@MughalPti12,2024-02-05T04:10:51.000Z,میرے 50 سے اوپر ووٹ ہیں مردوں کے پولنگ پر سب ایک جگہ اور عورتوں کے پولنگ پر بھی ایک جگہ,0,0,1,1,https://twitter.com/MughalPti12/status/1754356888895132134
نادان,@Pti999m,2024-02-05T04:10:51.000Z,وعلیکم السلام ورحمتہ اللہ وبرکاتہ صبح بخیر زندگی سبحان اللّہ بیشک آمین ثم آمین یارب العالمین ,0,0,0,0,https://twitter.com/Pti999m/status/1754356888635126207
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:10:48.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356877947719895
PTI Lovers,@Masoodu35862951,2024-02-05T04:10:47.000Z,The shame less word of #jui#PTITikTokJalsa #debatcapres2024 #Elections2024,0,0,0,0,https://twitter.com/Masoodu35862951/status/1754356874206400695
PTI MIANWALI,@niazi_tweet8,2024-02-05T04:10:46.000Z,"وعلیکم و السلام 
صبح بخیر۔۔۔
آمین ",0,0,0,0,https://twitter.com/niazi_tweet8/status/1754356867944562939
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:10:46.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,0,https://twitter.com/imrankhanlvrPTI/status/1754356867839467860
اکمل خان,@MJoyiag22933,2024-02-05T04:10:43.000Z,,0,0,0,0,https://twitter.com/MJoyiag22933/status/1754356857060171817
A,@potato_coush,2024-02-05T04:10:42.000Z,"PTI followers would be allowed to protest under umbrella of aurat march

 but can not held a rally with party flags ? Ayein",0,0,0,1,https://twitter.com/potato_coush/status/1754356850290483313
Bismal Raja PTI,@bismalraja,2024-02-05T04:10:41.000Z,کیوں وہ بچے ھیں نا ، روز قیامت ہر پولیس والے نے اپنا حساب خود دینا ہے نہ کہ ان کے بڑوں نے,0,0,0,1,https://twitter.com/bismalraja/status/1754356848990326832
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:10:41.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356848646402494
نشرلافکار,@IshfaqKaziPTI,2024-02-05T04:10:41.000Z,حاجی گھسیٹا رام،،،،,0,0,0,3,https://twitter.com/IshfaqKaziPTI/status/1754356846737989908
Gladiator,@fngladiator,2024-02-05T04:10:39.000Z,Haffiz is big  time fraudia but doesn't  know what the he is he doing tried his best to finish Imran khan no matter what  as   will be  Banned pti for 5/6 years why he hates IK Do much ? First look  hope not  but if they did than everyone will  be running away ,0,0,0,1,https://twitter.com/fngladiator/status/1754356840106750148
MINI YADAV,@miniyadav1857,2024-02-05T04:10:39.000Z,#Reactivate our fellowship,0,1,0,1,https://twitter.com/miniyadav1857/status/1754356839620427911
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:10:38.000Z,اللہ پاک مغفرت فرمائیں آمین,0,0,0,1,https://twitter.com/imrankhanlvrPTI/status/1754356837116232105
Priyanshu YADAV,@priyanshuyadav6,2024-02-05T04:10:38.000Z,     गोदी मीडिया आंखे खोल लो।,0,0,0,0,https://twitter.com/priyanshuyadav6/status/1754356835765936470
Rahi pti,@rahi49507796,2024-02-05T04:10:36.000Z,"وعليكم السلام ورحمة الله وبركاته
آمین",0,0,0,2,https://twitter.com/rahi49507796/status/1754356825951264976
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:10:35.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356820494193129
پنجابی کڑی,@RH_PTI,2024-02-05T04:10:34.000Z,"وعلیکم السلام ورحمتہ اللہ وبرکاتہ
صبح بخیر
آمین ثم آمین یارب العالمین",1,0,1,3,https://twitter.com/RH_PTI/status/1754356817176498342
Kashmiri Pti,@khawajaAsifajk,2024-02-05T04:10:31.000Z,آج یوم یکجہتی کشمیر کے موقع پر ہم کشمیری اپنے مظلوم پاکستانی بھائیوں کے ساتھ کھڑے ہیں جن سے ظالم سامراج نے جینے کا حق چھین رکھا ہے,0,0,0,0,https://twitter.com/khawajaAsifajk/status/1754356806392954943
PTI,@naeemch60604068,2024-02-05T04:10:30.000Z,پاکستانی اداروں کے نام یہ پیغام,0,0,0,1,https://twitter.com/naeemch60604068/status/1754356801565262305
PTI UAE,@MSaeedDil1,2024-02-05T04:10:29.000Z,Leave this charya. Dadu  charger k moov Check karo.,0,0,0,0,https://twitter.com/MSaeedDil1/status/1754356798700572840
PTI MIANWALI,@niazi_tweet8,2024-02-05T04:10:28.000Z,"وعلیکم و السلام 
صبح بخیر۔۔۔",0,0,0,1,https://twitter.com/niazi_tweet8/status/1754356792069619764
Mirza Asim,@MirzaAsim168999,2024-02-05T04:10:27.000Z,وعلیکم السلام صبح النور,0,0,0,1,https://twitter.com/MirzaAsim168999/status/1754356790290993417
توقیر فاروق,@RTF_ST,2024-02-05T04:10:26.000Z,ووٹ صرف کپتان کا,0,0,0,2,https://twitter.com/RTF_ST/status/1754356785073283264
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:10:26.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356782925853050
Dua Zaynab,@Pti780,2024-02-05T04:10:24.000Z,"جی باکی بچہ کیا ہے کچھ قتل ہو گئے کچھ جیلوں میں ہیں 
کچھ ملک چھوڑ گئے کچھ چھپے ہوئے ہیں کچھ غربت سے مر گئی اور مر رہے ہیں کچھ باکی کو مزید ختم کر دینا ",1,0,3,12,https://twitter.com/Pti780/status/1754356776160378965
Amin Chaudhry,@AminChaudhry12,2024-02-05T04:10:23.000Z,Ameen,0,0,0,1,https://twitter.com/AminChaudhry12/status/1754356771576033606
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:10:17.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356746347229329
PTI MIANWALI,@niazi_tweet8,2024-02-05T04:10:16.000Z,"وعلیکم و السلام 
صبح بخیر۔۔۔
آمین ",0,0,1,2,https://twitter.com/niazi_tweet8/status/1754356741469560890
PTI_Queeeen,@AbdulRa48963650,2024-02-05T04:10:13.000Z,Stand with PTİ,0,0,0,0,https://twitter.com/AbdulRa48963650/status/1754356732023681486
پنجابی کڑی,@RH_PTI,2024-02-05T04:10:10.000Z,بیشک ,0,0,1,1,https://twitter.com/RH_PTI/status/1754356716680909187
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:10:06.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356701082353930
PTI_SINDH,@PTI_LOVER_005,2024-02-05T04:10:06.000Z,#NewProfilePic,0,0,0,2,https://twitter.com/PTI_LOVER_005/status/1754356700998517019
Amin Chaudhry,@AminChaudhry12,2024-02-05T04:10:05.000Z,#PTI_Followers.       #F4FB.                ,0,0,0,1,https://twitter.com/AminChaudhry12/status/1754356695147401446
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:10:03.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,0,https://twitter.com/imrankhanlvrPTI/status/1754356689157963889
I Stand With Israel !,@SpinRiteRound,2024-02-05T04:10:02.000Z,,0,0,0,0,https://twitter.com/SpinRiteRound/status/1754356683789266959
PTI MIANWALI,@niazi_tweet8,2024-02-05T04:09:59.000Z,"W Salam
Good Morning ",0,0,0,0,https://twitter.com/niazi_tweet8/status/1754356672792072384
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:09:57.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,2,https://twitter.com/imrankhanlvrPTI/status/1754356661676822551
Rahi pti,@rahi49507796,2024-02-05T04:09:56.000Z,,0,0,0,0,https://twitter.com/rahi49507796/status/1754356659915465037
PTI Panjab Tigers,@javidiqbal00786,2024-02-05T04:09:56.000Z,Ameen Suma ameen,0,0,0,0,https://twitter.com/javidiqbal00786/status/1754356658791456785
Eshaal honey PTI,@honey_eshaal,2024-02-05T04:09:56.000Z,*اِیَّاكَ نَعْبُدُ وَ اِیَّاكَ نَسْتَعِیْنُ*,0,0,0,1,https://twitter.com/honey_eshaal/status/1754356657281446295
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:09:55.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356654965956826
MuGhaL(IK),@MughalPti12,2024-02-05T04:09:52.000Z,لگا رہنے دو,0,0,0,1,https://twitter.com/MughalPti12/status/1754356640072253661
پنجابی کڑی,@RH_PTI,2024-02-05T04:09:50.000Z,آمین ثم آمین,0,0,0,1,https://twitter.com/RH_PTI/status/1754356632434233822
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:09:49.000Z,Ameen,0,0,0,0,https://twitter.com/imrankhanlvrPTI/status/1754356630446117237
Hamza Malik,@hamzamalik_pti1,2024-02-05T04:09:49.000Z,وَعَلَيْكُم السَّلَام وَرَحْمَةُ اَللهِ وَبَرَكاتُهُ,0,0,0,0,https://twitter.com/hamzamalik_pti1/status/1754356627602301065
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:09:48.000Z,وعلیکم السلام,0,0,0,1,https://twitter.com/MukhtajSaid/status/1754356624267841570
Faryadi Wazir,@FaryadiWazir2,2024-02-05T04:09:47.000Z,But why army and his alliances helps in provocation of PTI by outing it fr elections.,0,0,0,1,https://twitter.com/FaryadiWazir2/status/1754356620757258652
PTI MIANWALI,@niazi_tweet8,2024-02-05T04:09:45.000Z,Good morning ,0,0,0,0,https://twitter.com/niazi_tweet8/status/1754356614562533451
Rahi pti,@rahi49507796,2024-02-05T04:09:43.000Z,,0,0,0,1,https://twitter.com/rahi49507796/status/1754356605972623844
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:09:41.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356596933640676
MuGhaL(IK),@MughalPti12,2024-02-05T04:09:39.000Z,اتنا آسان نہیں جتنی آسانی سے آپ نے لکھا ہے,0,0,0,2,https://twitter.com/MughalPti12/status/1754356585697304807
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:09:36.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,1,https://twitter.com/imrankhanlvrPTI/status/1754356574489866650
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:09:34.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356565237231873
PTI Panjab Tigers,@javidiqbal00786,2024-02-05T04:09:33.000Z,Walikomaslam,0,0,0,0,https://twitter.com/javidiqbal00786/status/1754356561613644092
Rahi pti,@rahi49507796,2024-02-05T04:09:33.000Z,"وہ اپ کو اگلے چار دن میں 4 بار سنائیں گے کہ ووٹ سے کچھ نہیں ہونے والا۔
تم لوگ 804 کی سنانا ووٹ سے ہی سب کچھ ہے ہونے والا۔
ان شاءاللہایاک نعبد وایاک نستعین#خان_كی_پکار_پر_ووٹ_کی_یلغار #فروری8_عوامی_ریفرنڈم #فروری8_معرکہ_حق_وباطل",1,0,0,2,https://twitter.com/rahi49507796/status/1754356561315791270
Saim Abbasi,@Meemseen18,2024-02-05T04:09:31.000Z,InshaAllah Imran Khan ki Jeet hogi,0,0,0,2,https://twitter.com/Meemseen18/status/1754356553904214379
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:09:29.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,2,https://twitter.com/imrankhanlvrPTI/status/1754356546140524867
I Stand With Israel !,@SpinRiteRound,2024-02-05T04:09:29.000Z,,0,0,0,0,https://twitter.com/SpinRiteRound/status/1754356545851211994
Razia Haroon,@banorazia,2024-02-05T04:09:28.000Z,سندھی اور میمنی زبان کا لفظ ہے بھلے  جس کا مطلب ہے اوکے,0,0,0,3,https://twitter.com/banorazia/status/1754356542176973171
Al Waziri PTI,@Sher_AlwazirPTI,2024-02-05T04:09:28.000Z,وعلیکم السلام,0,0,0,1,https://twitter.com/Sher_AlwazirPTI/status/1754356542118207850
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:09:26.000Z,وعلیکم السلام,0,0,1,3,https://twitter.com/MukhtajSaid/status/1754356534358794597
PTI Panjab Tigers,@javidiqbal00786,2024-02-05T04:09:26.000Z,Walikomaslam,0,0,0,0,https://twitter.com/javidiqbal00786/status/1754356533285343352
PTI USA Official,@PTIOfficialUSA,2024-02-05T04:09:20.000Z,"Message from Murad Saeed | 31 January 2024 | First Message
[English Subtitles - Urdu Narration]

""She knew that, on this journey, she not only had to walk on thorns, but would have to face the lowest of the low targeting her character, and you have seen examples of this in the…",0,2,6,49,https://twitter.com/PTIOfficialUSA/status/1754356509138473083
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:09:19.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356503769665832
PTI MIANWALI,@niazi_tweet8,2024-02-05T04:09:19.000Z,"وعلیکم و السلام 
الحمداللہ",0,0,1,1,https://twitter.com/niazi_tweet8/status/1754356502826307718
Shahid Fareed,@ShahidFare18374,2024-02-05T04:09:17.000Z,Imran Khan ,0,0,0,0,https://twitter.com/ShahidFare18374/status/1754356496480055685
نادان,@Pti999m,2024-02-05T04:09:15.000Z,وعلیکم السلام ورحمتہ اللہ وبرکاتہ الحمدللہ رب العالمین ,0,0,0,0,https://twitter.com/Pti999m/status/1754356485298290827
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:09:14.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,0,https://twitter.com/imrankhanlvrPTI/status/1754356482148126787
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:09:12.000Z,وعلیکم السلام,0,0,0,0,https://twitter.com/MukhtajSaid/status/1754356476297011350
Haider Ali,@Haider4PTI,2024-02-05T04:09:10.000Z,"پاکستانیوں !!!

ہمارے ملک پر مسلط یہ ظالم، جابر اور یزیدی جو مرصی کرلیں، آپکو  8 فروری بروز جمعرات، پوری عوامی طاقت اور قوت کے ساتھ ان ملک دشمن غداروں کی سازشوں کق ناکام بنانا ہے۔

نہ ڈرے گے اور ناہی ہار مانے گے #کپتان_کی_آزادی_ووٹ_سے #ایاک_نعبد_و_ایاک_نستعین",0,3,6,21,https://twitter.com/Haider4PTI/status/1754356465647702171
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:09:06.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,0,https://twitter.com/imrankhanlvrPTI/status/1754356448379674856
Shahzaib Khan,@zargarforPTI,2024-02-05T04:09:05.000Z,,0,0,0,1,https://twitter.com/zargarforPTI/status/1754356443392667913
MuGhaL(IK),@MughalPti12,2024-02-05T04:09:04.000Z,"چاچو نے جتنی تیزی سے فیصلے سنائیں بیانیہ بنانا تھا عمران خان فارغ ہے
لیکن چاچو کو یہ نہیں معلوم عوام کہتی ہے عمران خان خود بھی آ کر کہے میں فارغ ہوں 
عوام کہے گی قبول ہے قبول ہے",1,2,4,12,https://twitter.com/MughalPti12/status/1754356439773327660
کـــͥـــͫـــͣـــᷜـــــــا مــــــــــــی,@imrankhanlvrPTI,2024-02-05T04:09:02.000Z,"ﻭَﻋَﻠَﻴــْﻜُﻢﺍﻟﺴَّـــﻼَﻡُ ﻭَﺭَﺣْﻤَﺔُ ﺍﻟﻠﻪِ ﻭَﺑَﺮَﻛـَـﺎﺗُﻪ
             صبـــح بخیـــر
اَللّٰھُمَّ صَلِّ عَلٰی سَیِّدِنَا وَمَوۡلَانَا مُحَمَّدٍ وَّعَلٰی اٰلِہٖ وَسَلِّمۡ",0,0,0,0,https://twitter.com/imrankhanlvrPTI/status/1754356430570668115
PTI MIANWALI,@niazi_tweet8,2024-02-05T04:08:59.000Z,"وعلیکم و السلام 
صبح بخیر۔۔۔
آمین ثم آمین",0,0,1,1,https://twitter.com/niazi_tweet8/status/1754356421628731672
Syed Mukhtaj pti,@MukhtajSaid,2024-02-05T04:08:59.000Z,وعلیکم السلام,0,0,0,1,https://twitter.com/MukhtajSaid/status/1754356420277874937
Muhammad Musa pti,@MuhammadMu25393,2024-02-05T04:08:58.000Z,In sha allha Sajid yousaf channi,0,0,0,1,https://twitter.com/MuhammadMu25393/status/1754356415479890388
I Stand With Israel !,@SpinRiteRound,2024-02-05T04:08:57.000Z,,0,0,0,1,https://twitter.com/SpinRiteRound/status/1754356413474685251
